user|item|rating
2|155522|0
2|187943|100
2|211566|0
2|224595|0
2|235514|0
2|246957|0
2|247563|0
2|257158|0
2|303423|0
2|315452|0
2|344158|100
2|349451|0
2|378073|0
2|406012|0
2|419241|0
2|419748|100
2|445463|0
2|484497|0
2|509188|0
2|517337|100
2|523223|0
2|525493|0
2|528166|0
2|538823|0
2|556298|0
2|563692|0
2|599530|0
2|600770|0
2|4283|0
2|13896|0
2|106447|0
2|144592|0
2|181286|0
2|181585|0
2|190762|0
2|283332|0
2|320706|0
2|336502|0
2|370371|0
2|382315|0
2|386887|0
2|427139|0
3|5980|90
3|11059|90
3|21931|90
3|74262|90
3|146781|90
3|173094|90
3|175835|90
3|180037|90
3|194044|90
3|267723|90
3|290303|90
3|366723|90
3|432968|90
3|451800|90
4|23521|90
4|40476|90
4|46539|90
4|117158|90
4|182140|90
4|263935|90
4|270248|90
4|320337|90
4|593900|90
4|617405|90
4|617646|90
4|355155|90
4|534541|70
4|48098|70
4|159191|50
4|283576|70
4|87553|70
4|56437|0
4|392167|90
4|604863|50
4|114215|70
4|411217|50
4|353598|50
4|182507|90
4|233263|70
4|280263|90
4|409071|70
4|457583|90
4|517860|70
4|582836|90
4|97316|90
4|618051|50
4|139200|90
4|284575|50
4|588686|50
4|294427|70
4|400058|50
4|296429|90
4|353897|90
4|258945|70
4|486413|90
4|526178|50
4|534119|90
4|567378|90
4|425866|70
4|484153|90
4|452968|90
4|572660|90
4|541988|70
4|277323|70
4|486761|90
4|2414|90
4|40539|90
4|606576|90
4|406596|90
4|311856|70
4|269642|90
4|126974|90
4|321362|90
4|510233|90
4|473071|90
4|24214|30
4|5073|50
4|299835|70
4|606671|70
4|239721|70
4|279399|70
4|304395|70
4|434567|70
4|277744|90
4|434897|90
4|44399|90
4|179785|70
4|459622|0
4|513413|0
4|311587|70
4|621208|90
4|294536|70
4|127468|80
4|327995|60
4|185593|70
4|520195|90
4|565069|70
4|304959|70
4|354193|80
4|490327|80
4|289148|80
4|164989|90
4|296928|80
4|115492|70
4|498231|80
4|550438|80
4|12311|70
4|336296|80
4|160143|80
4|412390|80
4|107900|10
4|282398|70
4|219179|0
4|83676|10
4|386593|80
4|600261|80
4|578559|80
4|67176|70
4|257962|70
4|54506|70
4|204005|80
4|427973|70
4|487577|80
4|60120|80
4|21788|70
4|445582|80
4|464977|80
4|624626|80
4|357972|30
4|433610|10
4|213829|60
4|585561|20
4|291817|0
4|280533|0
4|498672|60
4|60117|10
4|443881|0
4|9982|80
4|74262|70
4|478832|10
4|1916|70
4|594702|90
4|253686|90
4|65155|80
4|550615|80
4|262824|90
4|173926|80
4|469906|90
4|55629|20
4|161279|40
4|197126|80
4|94745|90
4|324656|20
4|252174|30
4|226511|80
4|404871|70
4|142756|0
4|149603|10
4|422865|80
4|162325|80
4|428105|70
4|523835|60
4|531379|90
4|76266|80
4|276035|70
4|411099|80
4|574204|90
4|407244|60
4|241657|0
4|62890|80
4|365950|90
4|231645|80
4|34525|60
4|366520|0
4|579518|0
4|358465|0
4|114139|90
4|492603|50
4|410356|80
4|436056|80
4|395438|0
4|478952|80
4|1547|90
4|461012|90
4|548317|90
4|615774|80
4|315075|60
4|407777|0
4|215845|80
4|96319|0
4|416664|0
4|496940|0
4|532569|30
4|46682|70
4|346454|70
4|497786|80
4|583090|80
4|46801|80
4|438293|50
4|529650|60
4|434455|60
4|50536|70
4|25311|70
4|306084|0
4|530325|0
4|1785|60
4|140811|60
4|169708|10
4|433933|0
4|283541|60
4|24474|50
4|324045|65
4|458719|70
4|343333|60
4|141286|90
4|210226|60
4|548055|10
4|462759|70
4|248550|70
4|243145|80
4|214626|90
4|596241|0
4|18519|60
4|280997|0
4|522336|80
4|350024|0
4|250270|10
4|148987|60
4|186901|60
4|382094|70
4|494057|80
4|354153|60
4|414408|70
4|192632|60
4|227064|60
4|580963|70
4|201378|30
4|41112|60
4|532490|70
4|88523|80
4|281829|80
4|115180|80
4|242287|70
4|397543|40
4|363510|60
4|612520|60
4|8103|20
4|478346|0
4|397620|70
4|281127|60
4|267846|10
4|112993|0
4|249526|70
4|569447|60
4|41693|60
4|44035|70
4|592326|0
4|71255|60
4|85795|70
4|287649|70
4|491489|90
4|111411|60
4|166998|80
4|97855|60
4|275044|60
4|180768|60
4|563449|60
4|520313|0
4|359636|70
4|158437|60
4|220442|80
4|86177|80
4|174837|60
4|567655|70
4|127505|80
4|230865|60
4|273062|70
4|310752|70
4|532477|70
4|536930|60
4|566294|10
4|307244|10
4|303067|10
4|95938|60
4|369348|70
4|161704|70
4|168480|70
4|531983|90
4|424363|90
4|521818|90
4|529022|90
4|194118|90
4|350507|70
4|308414|60
4|493655|60
4|149241|90
4|253829|70
4|600723|90
4|239592|90
4|613582|80
4|341539|70
4|602876|80
4|624282|80
4|294951|70
4|505508|90
4|442284|0
4|313340|60
4|556350|0
4|576640|60
4|569772|60
4|617397|60
4|490404|60
4|273828|0
4|456935|70
4|553664|60
4|165104|70
4|614811|70
4|553257|60
4|485372|60
4|522813|60
4|182084|60
4|256148|60
4|341372|70
4|365283|60
4|178047|80
4|432452|60
4|191936|60
4|312845|50
4|320895|50
4|442658|0
4|384221|10
4|475701|60
4|369282|60
4|352015|80
4|541819|90
4|10669|60
4|144114|100
4|280165|90
4|455827|60
4|19503|60
4|53898|70
4|549358|70
4|374484|50
4|206576|60
4|206975|70
4|288047|70
4|616136|50
4|196323|60
4|111214|90
4|583845|0
4|33455|70
4|100118|80
4|170988|60
4|22492|70
4|413919|70
4|206744|60
4|469501|60
4|101687|50
4|136075|60
4|73161|70
4|91904|60
4|484334|80
4|179392|60
4|470675|70
4|228988|50
4|141590|60
4|577180|70
4|48668|60
4|173954|0
4|284221|70
4|289519|90
4|177475|50
4|316218|70
4|56438|60
4|158666|60
4|541173|60
4|132081|90
4|21063|0
4|32953|80
4|290893|60
4|364441|60
4|135864|70
4|256420|50
4|322134|70
4|424295|60
4|98718|70
4|28696|60
4|250111|60
4|373124|70
4|414557|70
4|282465|70
4|177936|100
4|58857|70
4|136867|10
4|303578|50
4|71713|50
4|128261|50
4|261661|60
4|392569|60
4|602877|60
4|608647|60
4|614131|90
4|403499|80
4|551307|70
4|150752|70
4|121870|50
4|11263|70
4|220090|60
4|82251|0
4|211658|0
4|491985|70
4|64130|60
4|245449|90
4|222784|70
4|170071|80
4|179672|60
4|201649|70
4|306720|70
4|344617|70
4|511755|0
4|523255|80
4|539126|70
4|620594|70
4|195833|60
4|206721|60
4|517703|90
4|28482|0
4|59539|70
4|133677|0
4|209121|0
4|248038|0
4|333773|70
4|361474|0
4|402475|0
4|436595|0
4|442960|0
4|502414|80
4|561982|0
4|599652|0
4|623749|0
4|40593|90
4|189952|90
4|274787|70
4|287072|0
4|292961|0
4|439902|0
4|592141|90
4|133867|70
4|404659|70
4|617715|70
4|581975|0
4|566154|60
4|164263|60
4|569386|60
4|539938|50
4|356485|100
4|541394|70
4|97426|80
4|126713|70
4|124928|90
4|548750|100
4|609551|70
4|433883|70
4|59337|70
4|25404|100
4|586623|0
4|624017|0
4|242513|90
4|473428|100
4|447406|90
4|229314|70
4|306057|70
4|351075|80
4|591609|80
4|558154|40
4|569497|70
4|414265|80
4|396048|80
4|503258|0
4|435892|80
4|126175|90
4|7623|70
4|53156|70
4|565755|90
4|622665|90
4|483649|10
4|29391|70
4|365977|40
4|83208|80
4|149616|60
4|611138|70
4|287226|50
4|551350|70
4|36798|100
4|288744|60
4|339962|80
4|437608|30
4|529175|80
4|544999|60
4|71477|30
4|520702|60
4|85425|10
4|137571|70
4|17571|50
4|360153|70
4|210114|70
4|302349|90
4|21244|80
4|523236|70
4|492284|60
4|571214|70
4|544071|70
4|58190|100
4|532117|60
4|608000|70
4|301941|70
4|513454|60
4|533654|90
4|227333|70
4|121914|90
4|49226|80
4|386964|70
4|135908|80
4|124511|0
4|467178|10
4|521255|70
4|64154|60
4|415358|70
4|488440|50
4|159688|10
4|225168|50
4|838|60
4|617683|90
4|562248|70
4|140753|10
4|505275|70
4|538851|70
4|28621|10
4|353629|60
4|140501|70
4|340949|60
4|296497|50
4|355727|50
4|603153|90
4|586428|70
4|371598|50
4|61568|70
4|402563|60
4|427765|80
4|215524|80
4|407212|90
4|410183|50
4|523227|70
4|347410|40
4|119327|70
4|408629|100
4|229311|80
4|296188|60
4|533829|80
4|502352|90
4|586109|70
4|452300|70
4|387396|90
4|18641|80
4|353376|70
4|382070|90
4|612797|80
4|296938|60
4|427410|80
4|586837|90
4|491124|80
4|317875|70
4|374802|80
4|534444|80
4|339526|90
4|369623|80
4|135170|80
4|286002|80
4|606573|90
4|597811|90
4|368797|80
4|146909|80
4|379038|90
4|375832|80
4|544464|70
4|146397|90
4|204362|70
4|483540|60
4|486392|30
4|332630|60
4|455400|70
4|18361|10
4|19805|70
4|389944|80
5|490754|50
5|97205|50
5|121743|90
5|146781|90
5|194044|90
5|277277|90
5|295315|90
5|325346|90
5|410606|90
5|459622|90
5|470288|90
5|489371|90
5|531386|80
5|591590|90
5|600770|80
5|16937|50
5|52423|70
5|198529|50
5|204229|30
5|215631|50
5|398344|30
5|435158|30
5|516575|50
5|617797|30
5|9101|0
5|64205|0
5|100311|50
5|131244|0
5|157891|50
5|159973|0
5|161920|0
5|174851|50
5|208031|70
5|288556|0
5|337642|0
5|347719|50
5|395895|0
5|423722|0
5|453488|0
5|464229|0
5|531310|0
5|30016|50
5|66264|50
5|123679|30
5|171626|70
5|181706|0
5|192496|30
5|195959|0
5|245083|90
5|262381|90
5|269261|70
5|270234|50
5|327425|70
5|357731|90
5|360270|0
5|419113|50
5|430552|30
5|548498|30
5|613227|70
5|23574|30
5|52616|30
5|294427|0
5|312049|30
5|618263|0
5|624244|0
5|14354|0
5|22186|50
5|39084|30
5|103705|50
5|120761|50
5|134930|30
5|158506|0
5|250228|50
5|283607|0
5|336553|30
5|381916|30
5|485869|0
5|519730|50
5|520788|0
5|536256|0
5|550295|50
5|553140|50
5|572215|50
5|58718|70
5|163101|0
5|232026|0
5|233157|0
5|287510|70
5|569455|70
5|22021|0
5|123025|70
5|175066|0
5|194061|90
5|254300|90
5|391383|30
5|420409|90
5|500292|50
5|541988|30
5|151124|0
5|548168|0
5|149409|50
5|354352|50
5|392405|0
5|520990|70
5|4499|30
5|199000|30
5|286659|0
5|384981|30
5|449877|30
5|498308|30
5|44267|0
5|72776|0
5|115038|30
5|124270|30
5|175153|30
5|237825|0
5|298318|0
5|318325|0
5|327530|0
5|351786|30
5|402453|0
5|418635|30
5|419638|0
5|443251|30
5|467797|30
5|483166|30
5|513340|0
5|559512|30
5|40458|90
5|44650|90
5|46160|30
5|26333|50
5|212016|50
5|309245|50
5|226515|30
5|517526|30
5|139648|50
5|173455|50
5|190141|50
5|287777|30
5|335691|30
5|337187|0
5|377794|30
5|423207|30
5|432633|0
5|612127|30
5|40662|0
5|60574|0
5|71893|0
5|128050|30
5|163798|0
5|248550|0
5|250154|30
5|304969|30
5|313662|30
5|423861|30
5|535531|30
5|548476|0
5|556174|0
5|584415|30
5|252356|0
5|275261|30
5|503513|0
5|12563|70
5|22757|50
5|160067|30
5|382109|70
5|604390|70
5|621872|0
5|112035|0
5|141598|0
5|153574|0
5|159688|30
5|189820|0
5|220442|0
5|235737|0
5|239762|0
5|256288|0
5|314699|0
5|319540|0
5|324988|0
5|335554|0
5|382966|0
5|433031|0
5|452966|0
5|464967|0
5|496973|0
5|556567|0
5|581781|0
5|22945|50
5|23336|70
5|101093|50
5|114602|30
5|131837|70
5|205077|0
5|387423|0
5|393040|50
5|432746|50
5|513856|30
5|537024|0
5|551711|70
5|44623|30
5|347705|30
5|26137|90
5|85195|0
5|92348|30
5|93023|0
5|123065|0
5|141568|30
5|180037|90
5|287043|0
5|329185|50
5|344409|30
5|386855|0
5|403073|0
5|436810|0
5|461814|30
5|507010|70
5|583915|0
5|589071|0
5|621238|30
5|14567|0
5|96223|0
5|104895|0
5|111130|0
5|121035|0
5|130183|0
5|136228|0
5|155856|0
5|175835|30
5|207892|0
5|231593|30
5|318605|0
5|357396|0
5|377457|0
5|444400|0
5|473760|0
5|483389|0
5|483911|0
5|512429|30
5|530327|0
5|549484|30
5|557004|0
5|567212|0
5|614022|0
5|30192|50
5|45715|30
5|167290|30
5|250153|30
5|388857|50
5|400337|90
5|263152|0
5|446130|0
5|458589|0
5|120853|30
5|133443|30
5|265221|30
5|273475|70
5|298448|0
5|333689|30
5|364784|70
5|371644|30
5|392726|70
5|461309|30
5|468031|0
5|503005|30
5|507696|70
5|550445|70
5|561476|0
5|6984|0
5|56247|70
5|82868|0
5|162422|50
5|188235|30
5|220717|0
5|225285|0
5|261589|0
5|265374|0
5|323356|70
5|338568|30
5|371505|0
5|394357|50
5|447660|70
5|479952|0
5|509945|90
5|537982|0
5|6539|50
5|100922|90
5|174088|0
5|192876|90
5|353773|0
5|425180|90
5|490104|50
5|531605|50
5|571176|0
5|131263|30
5|140957|50
5|194079|30
5|205234|50
5|269566|50
5|336824|30
5|339544|30
5|448639|30
5|571306|30
5|83332|50
5|172274|70
6|4653|90
6|11059|90
6|56437|90
6|56970|90
6|79902|90
6|85012|80
6|119236|90
6|124428|90
6|140118|90
6|144334|90
6|147073|80
6|186098|90
6|253653|90
6|259552|90
6|259925|90
6|263294|90
6|263966|90
6|268141|90
6|275261|90
6|294427|90
6|365323|90
6|393059|80
6|416992|90
6|425182|90
6|427620|90
6|432968|90
6|441763|90
6|459622|90
6|466895|90
6|513664|80
6|523223|80
6|531386|80
6|537293|90
6|571871|80
6|592747|90
6|55165|90
6|187010|90
6|424563|90
6|335339|50
6|341583|50
6|582484|70
6|98756|90
6|349805|90
6|515550|70
6|180519|90
6|244770|70
6|334788|30
6|417411|90
6|611203|50
6|184600|50
6|185003|30
6|609513|50
6|167474|90
6|242138|50
6|622325|90
6|219817|0
6|441151|0
6|517718|0
6|106015|0
6|262210|0
6|594376|0
6|346457|50
6|494084|70
6|536589|90
6|142902|0
6|155522|0
6|211566|0
6|216505|0
6|257158|0
6|349388|0
6|602548|0
6|181178|0
6|278425|0
6|536164|0
6|86885|0
6|388431|0
6|409951|0
6|185275|90
6|428095|90
6|454589|90
6|401755|90
6|473108|50
6|504253|70
6|405992|90
6|481501|90
6|608376|90
6|34975|50
6|262788|70
6|395349|90
6|385688|0
6|418175|0
6|442545|0
6|499509|0
6|522621|0
6|601402|0
6|61459|0
6|90298|0
6|229168|0
6|218507|0
6|282801|0
6|349250|0
6|1789|30
6|124281|0
6|208048|0
6|359440|50
6|492626|0
6|541471|50
6|142979|70
6|305770|90
6|472027|90
7|147073|80
7|173301|90
7|182140|90
7|199439|90
7|219322|90
7|225587|90
7|248699|90
7|393059|80
7|436056|90
7|543790|90
7|558154|90
7|601402|90
7|607946|90
7|219179|70
7|264275|0
7|589869|70
7|87245|0
7|116640|50
7|124325|0
7|235966|50
7|282225|70
7|422900|50
7|461379|90
7|574204|70
7|22757|70
8|250270|100
8|86364|100
8|97517|100
8|167021|100
8|170036|100
8|174825|100
8|266875|100
8|345285|100
8|368912|100
8|409366|100
8|535864|100
8|603112|100
8|603439|100
8|22757|90
8|56437|90
8|182140|90
8|189820|90
8|195167|90
8|210226|90
8|240422|90
8|248089|90
8|267846|90
8|270248|90
8|344617|90
8|423102|90
8|423702|90
8|436056|90
9|17863|80
9|36870|80
9|55629|90
9|56437|90
9|67176|90
9|85012|80
9|111280|80
9|120443|80
9|121082|80
9|123601|80
9|142979|90
9|144592|80
9|145897|80
9|147073|80
9|148116|90
9|169708|90
9|187943|80
9|196852|90
9|213829|90
9|230673|90
9|234288|80
9|246957|80
9|263966|90
9|265758|90
9|267723|90
9|275261|90
9|283332|80
9|283541|90
9|297989|90
9|303423|80
9|344158|80
9|350511|90
9|370371|80
9|382315|80
9|385552|90
9|410641|90
9|419748|80
9|436056|90
9|448162|90
9|467178|90
9|489154|90
9|493655|90
10|10843|90
10|17863|80
10|78755|90
10|154265|80
10|169708|90
10|180171|90
10|196852|90
10|200671|90
10|211628|80
10|216505|80
10|234288|80
10|248008|80
10|289037|80
10|310379|90
10|310434|80
10|316249|80
10|349388|80
11|248728|90
11|477555|50
11|411221|50
11|175835|70
11|200504|50
11|336337|50
11|503258|50
11|55195|50
11|254045|0
11|306988|50
11|36145|50
11|184361|50
11|195609|30
11|292946|70
11|253364|50
12|537293|90
12|591015|90
12|196673|90
12|135756|90
12|65355|90
12|81997|90
12|215827|90
12|250289|90
12|296753|90
12|343598|90
12|449488|90
12|520167|90
12|554494|90
12|572984|50
12|579893|90
12|428105|90
12|615262|90
12|289772|90
12|44153|90
12|57597|90
12|120819|90
12|167541|90
12|441279|90
12|461492|90
12|483056|90
12|510178|90
12|512326|90
12|573659|90
12|578131|90
12|585027|90
12|144639|90
12|11423|90
12|228988|90
12|307197|90
12|527631|90
13|10843|90
13|25311|90
13|34525|90
13|34947|90
13|55629|90
13|71149|90
13|75757|90
13|112273|90
13|113017|90
13|124428|90
13|141286|90
13|180171|90
13|185665|90
13|191809|90
13|196852|90
13|199467|90
13|213829|90
13|227064|90
13|235966|90
13|288560|90
13|304287|90
13|310379|90
13|322770|90
13|324045|90
13|327881|90
13|344617|90
13|354153|90
13|361313|90
13|363219|90
13|371598|90
13|397620|90
13|402723|90
13|422504|90
13|453396|90
13|477870|90
13|490684|90
13|491757|90
13|493655|90
14|297989|90
14|341571|90
14|568420|90
14|167701|90
14|264049|90
14|317249|90
14|28864|90
14|280716|90
14|47819|0
14|314176|0
14|365323|0
14|46475|0
14|94554|0
14|219484|0
14|369588|90
14|416860|90
14|68369|0
14|110514|90
14|185702|0
14|444730|0
14|559454|90
14|592074|90
14|11517|50
14|56970|0
14|94257|0
14|279781|0
14|295914|50
14|510009|30
14|30819|0
14|61358|0
14|86231|0
14|90467|0
14|103705|0
14|134821|30
14|290426|0
14|334887|0
14|425019|50
14|491690|0
14|540502|30
14|582386|0
14|251526|0
14|271023|50
14|320982|0
14|325124|0
14|403184|30
14|418175|0
14|443909|30
14|447793|0
14|481500|0
14|519767|0
14|526883|0
14|31935|30
14|179035|0
14|196323|50
14|212860|0
14|232288|0
14|257218|50
14|329590|0
14|398727|0
14|404718|0
14|465668|0
14|601527|30
14|179911|0
14|215236|0
14|240551|0
14|285139|0
14|300102|0
14|616058|0
14|598132|90
14|570228|90
14|122228|0
14|243040|0
14|252797|0
14|358958|0
14|377758|0
14|395494|0
14|451800|0
14|472648|0
14|557331|0
14|570127|0
14|585578|0
14|1383|0
14|66819|90
14|213944|0
14|217838|0
14|301028|0
14|306289|0
14|348069|0
14|524523|0
14|545967|0
14|602071|0
14|188266|0
14|312275|0
14|489154|0
14|15710|0
14|30075|0
14|158858|0
14|124281|0
14|326412|0
14|358034|0
14|376744|0
14|405088|0
14|465532|0
14|486153|0
14|497172|0
14|563840|0
14|3669|0
14|60873|0
14|114158|0
14|221081|0
14|348607|0
14|488896|0
14|146940|0
14|185400|0
14|269835|0
14|275594|0
14|295374|0
14|554672|0
14|606488|0
14|610727|0
14|230010|30
14|259925|30
14|267723|50
14|304287|0
14|4653|0
14|24557|50
14|56437|30
14|119236|50
14|144650|0
14|346457|50
14|459622|30
14|541988|0
14|592747|50
14|622325|50
14|55165|30
14|177178|30
14|212826|90
14|228526|50
14|297391|50
14|383205|50
14|411962|30
14|461184|50
14|185275|50
14|219910|0
14|309689|30
14|358513|0
14|529533|0
14|58804|30
14|92308|0
14|113634|0
14|201053|0
14|254825|0
14|294708|0
14|386012|50
14|512059|0
14|572051|0
14|604120|30
14|20910|0
14|105069|0
14|149616|0
14|205234|0
14|329155|0
14|383970|0
14|391444|0
14|441513|0
14|465698|0
14|483899|0
14|555246|0
14|569850|0
14|68357|0
14|194044|30
14|208538|0
14|230259|30
14|374513|90
14|624415|0
14|181174|30
14|562924|30
14|5237|90
14|148014|90
14|810|0
14|530521|0
14|599140|0
14|607457|50
14|178675|30
14|147073|90
14|393059|90
14|600770|90
14|12108|30
14|313893|50
14|556804|0
14|565135|0
14|574543|0
14|588392|30
14|55629|0
14|72341|0
14|169715|0
14|510281|0
14|555348|0
14|185685|90
14|522914|0
14|111929|0
14|406105|0
14|14354|0
14|122373|0
14|175631|0
14|126535|0
14|266184|0
14|292931|0
14|408398|0
14|575052|0
14|593357|0
14|124363|0
14|203406|0
14|253301|0
14|335522|0
14|353696|0
14|443039|0
14|448452|0
14|532569|50
14|591828|0
14|268443|0
14|412897|90
14|428189|0
14|476279|0
14|86576|30
14|184600|30
14|449947|30
14|81073|30
14|99863|0
14|125601|0
14|301333|0
14|392715|0
14|453368|0
14|492613|30
14|569179|50
14|605435|0
14|343835|70
14|391260|50
14|60422|30
14|63667|0
14|197833|30
14|333600|0
14|348817|30
14|401367|50
14|402011|50
14|436056|50
14|499163|0
14|12329|50
14|61698|70
14|64701|50
14|65205|70
14|117865|50
14|165763|70
14|338304|50
14|460462|0
14|257896|0
14|399219|0
14|454589|70
14|532997|70
14|546901|0
14|2901|70
14|201283|0
14|225587|70
14|423524|50
14|102491|70
14|102705|0
14|133867|0
14|152558|70
14|160657|0
14|208436|0
14|269375|0
14|362788|0
14|416278|0
14|508431|0
14|551361|70
14|621498|0
14|156294|0
14|168476|0
14|187556|0
14|130314|70
14|190388|0
14|253320|70
14|307422|0
14|356010|70
14|572502|0
14|10768|0
14|131102|0
14|140535|0
14|321161|0
14|416327|0
14|569074|0
14|424563|70
14|561688|70
14|488032|0
14|541158|0
14|583942|0
14|72939|0
14|162722|0
14|178471|50
14|183002|0
14|388060|0
14|545685|0
14|577309|0
14|20432|0
14|94234|0
14|126792|0
14|207918|0
14|293781|0
14|317875|0
14|325565|50
14|336028|0
14|425025|30
14|472247|50
14|492603|0
14|562125|0
14|25089|0
14|48173|0
14|61676|0
14|68431|0
14|199467|0
14|321250|0
14|327995|0
14|396346|0
14|416992|0
14|500561|0
14|515535|0
14|605987|0
14|32198|0
14|37809|0
14|62829|0
14|219548|0
14|259174|0
14|267614|0
14|337726|0
14|346801|0
14|409666|0
14|454167|0
14|524352|0
14|543303|0
14|24474|0
14|73023|0
14|161752|0
14|168626|0
14|239159|0
14|333777|0
14|366723|0
14|420355|0
14|430632|0
14|478827|0
14|489709|0
14|534682|0
14|554278|0
14|580064|0
14|614276|0
14|85012|0
14|142902|0
14|155522|0
14|211566|0
14|216505|0
14|257158|0
14|315452|0
14|349388|0
14|358667|30
14|380493|0
14|382098|50
14|386887|0
14|419241|0
14|475026|0
14|513664|0
14|517419|50
14|523223|0
14|531386|0
14|556366|0
14|571871|0
14|599530|0
14|602548|0
14|48245|0
14|253130|0
14|364289|0
14|459939|50
14|517970|0
14|553364|30
14|583090|0
14|608376|50
14|623302|0
14|23809|0
14|60709|0
14|89321|0
14|94537|0
14|96066|0
14|137879|0
14|202178|0
14|213829|0
14|276035|0
14|309883|0
14|331933|0
14|443102|0
14|467506|0
14|513660|0
14|551652|0
14|153023|0
14|188094|0
14|215856|30
14|233770|0
14|248202|0
14|263017|0
14|275261|0
14|326927|0
14|374309|0
14|598586|0
14|121964|0
14|164867|30
14|402364|0
14|490122|0
14|5540|0
14|159688|0
14|232885|0
15|207030|90
